,Class,Class X,Class Y,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Bld X,Bld Y,Dpt,Bld capacity,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG,Bld.1,class_code,dpt_address,bld_address
827,CAS CH101 A3,42.3489462,-71.0969547,Gen Chem 1,Ling,4,Lecture,154,200,SCI,109,42.3489,-71.10016,,,"Mon,Wed,Fri",16:40:00,17:30:00,Exams Mondays 630-830pm,20205.0,2023-09-06,2023-12-11,,,,,,,,,,0,154,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
828,CAS CH101 A3,42.3489462,-71.0969547,Gen Chem 1,Abrams,,,,,NO,ROOM,,,,,Mon,18:30:00,20:30:00,,,,,,,,,,,,,,0,154,,CH,590 Commonwealth Ave,
829,CAS CH101 A3,42.3489462,-71.0969547,Gen Chem 1,Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,154,,CH,590 Commonwealth Ave,
830,CAS CH101 A4,42.3489462,-71.0969547,Gen Chem 1,Chen,4,Lecture,204,200,SCI,109,42.3489,-71.10016,,,"Tue,Thu",17:00:00,18:15:00,"Exams Mondays 630-830pm, Class Full",20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,204,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
831,CAS CH101 A4,42.3489462,-71.0969547,Gen Chem 1,Abrams,,,,,NO,ROOM,,,,,Mon,18:30:00,20:30:00,,,,,,,,,,,,,,0,204,,CH,590 Commonwealth Ave,
832,CAS CH101 A4,42.3489462,-71.0969547,Gen Chem 1,Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,0,204,,CH,590 Commonwealth Ave,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,CAS CH101 BX,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,0,150,,,,,,,Arranged,,,,20205.0,2023-09-05,2023-12-13,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,
835,CAS CH101 BX,42.3489462,-71.0969547,Gen Chem 1,Abrams,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,
836,CAS CH101 B0,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,25,24,CAS,221,42.35083,-71.10515,,,Thu,09:30:00,10:20:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
837,CAS CH101 B1,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,25,24,PSY,B53,42.34939,-71.10395,,,Thu,11:15:00,12:05:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,CH,590 Commonwealth Ave,64-72-86 Cummington Mall
838,CAS CH101 B2,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,24,STH,B22,42.35073,-71.10766,,,Thu,12:30:00,13:20:00,,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,745 Commonwealth Avenue
839,CAS CH101 B3,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,PHO,202,42.34942,-71.1063,,,Thu,14:00:00,14:50:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,6-8 St. Mary's Street
840,CAS CH101 B4,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,221,42.35083,-71.10515,,,Thu,15:35:00,16:25:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
841,CAS CH101 B5,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,25,24,CAS,222,42.35083,-71.10515,,,Thu,17:00:00,17:50:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
842,CAS CH101 B6,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,PSY,B51,42.34939,-71.10395,,,Fri,12:20:00,13:10:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,64-72-86 Cummington Mall
843,CAS CH101 B7,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,25,24,CAS,233,42.35083,-71.10515,,,Fri,13:25:00,14:15:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
844,CAS CH101 B8,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,SOC,B61,42.34954,-71.10491,,,Fri,14:30:00,15:20:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,96-100 Cummington Mall
845,CAS CH101 B9,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,24,CAS,221,42.35083,-71.10515,,,Fri,15:35:00,16:25:00,,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
846,CAS CH101 C0,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,SOC,B61,42.34954,-71.10491,,,Thu,09:30:00,10:20:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,96-100 Cummington Mall
847,CAS CH101 C1,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,221,42.35083,-71.10515,,,Thu,11:15:00,12:05:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
848,CAS CH101 C2,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,24,CDS,262,42.3506,-71.10281,,,Thu,12:30:00,13:20:00,,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,645-655 Commonwealth Avenue
849,CAS CH101 C3,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CDS,163,42.3506,-71.10281,,,Thu,14:00:00,14:50:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,645-655 Commonwealth Avenue
850,CAS CH101 C4,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CDS,263,42.3506,-71.10281,,,Thu,15:35:00,16:25:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,645-655 Commonwealth Avenue
851,CAS CH101 C5,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,16,14,CAS,221,42.35083,-71.10515,,,Thu,18:30:00,19:20:00,"Meets w/ MET, Class Full",20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,16,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
852,CAS CH101 C6,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,SOC,B61,42.34954,-71.10491,,,Fri,12:20:00,13:10:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,96-100 Cummington Mall
853,CAS CH101 C7,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,221,42.35083,-71.10515,,,Fri,13:25:00,14:15:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
854,CAS CH101 C8,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,201,42.35083,-71.10515,,,Fri,14:30:00,15:20:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
855,CAS CH101 D1,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,PSY,B55,42.34939,-71.10395,,,Thu,11:15:00,12:05:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,64-72-86 Cummington Mall
856,CAS CH101 D2,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,26,24,WED,406,42.34987,-71.10085,,,Thu,12:30:00,13:20:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,26,,CH,590 Commonwealth Ave,2 Silber Way
857,CAS CH101 D3,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,SOC,B61,42.34954,-71.10491,,,Thu,14:00:00,14:50:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,96-100 Cummington Mall
858,CAS CH101 D4,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,25,24,PSY,B55,42.34939,-71.10395,,,Thu,15:35:00,16:25:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,CH,590 Commonwealth Ave,64-72-86 Cummington Mall
859,CAS CH101 D5,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,221,42.35083,-71.10515,,,Fri,09:05:00,09:55:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
860,CAS CH101 D6,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,221,42.35083,-71.10515,,,Fri,12:20:00,13:10:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
861,CAS CH101 D7,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,235,42.35083,-71.10515,,,Fri,13:25:00,14:15:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
862,CAS CH101 D8,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,24,CAS,235,42.35083,-71.10515,,,Fri,14:30:00,15:20:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
863,CAS CH101 E1,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,0,20,KCB,201,42.34962,-71.0981,,,Thu,11:15:00,12:05:00,Class Closed,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,565 Commonweatlh Avenue
864,CAS CH101 E2,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,20,WED,212,42.34987,-71.10085,,,Thu,12:30:00,13:20:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,2 Silber Way
865,CAS CH101 E3,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,20,SOC,B59,42.34954,-71.10491,,,Thu,14:00:00,14:50:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,96-100 Cummington Mall
866,CAS CH101 E4,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,24,20,PSY,B53,42.34939,-71.10395,,,Thu,15:35:00,16:25:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,24,,CH,590 Commonwealth Ave,64-72-86 Cummington Mall
867,CAS CH101 E5,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,24,CAS,221,42.35083,-71.10515,,,Fri,11:15:00,12:05:00,,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
868,CAS CH101 E6,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,23,20,KCB,201,42.34962,-71.0981,,,Fri,12:20:00,13:10:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,23,,CH,590 Commonwealth Ave,565 Commonweatlh Avenue
869,CAS CH101 E7,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,0,20,KCB,201,42.34962,-71.0981,,,Fri,13:25:00,14:15:00,Class Closed,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,565 Commonweatlh Avenue
870,CAS CH101 E8,42.3489462,-71.0969547,Gen Chem 1,Bassina,0,Discussion,0,20,WED,208,42.34987,-71.10085,,,Fri,14:30:00,15:20:00,Class Closed,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,2 Silber Way
871,CAS CH101 LA,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Mon,08:00:00,10:45:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
872,CAS CH101 LB,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Mon,08:00:00,10:45:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
873,CAS CH101 LC,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268C,42.3489,-71.10016,,,Mon,08:00:00,10:45:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
874,CAS CH101 LD,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Mon,14:30:00,17:15:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
875,CAS CH101 LE,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Mon,14:30:00,17:15:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
876,CAS CH101 LF,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,0,20,SCI,268A,42.3489,-71.10016,,,Tue,08:00:00,10:45:00,Class Closed,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
877,CAS CH101 LG,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,0,20,SCI,268B,42.3489,-71.10016,,,Tue,08:00:00,10:45:00,Class Closed,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
878,CAS CH101 LH,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,0,20,SCI,268C,42.3489,-71.10016,,,Tue,08:00:00,10:45:00,Class Closed,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
879,CAS CH101 LI,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,0,20,SCI,268D,42.3489,-71.10016,,,Tue,08:00:00,10:45:00,Class Closed,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
880,CAS CH101 LJ,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,18,20,SCI,268A,42.3489,-71.10016,,,Tue,12:30:00,15:15:00,,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,18,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
881,CAS CH101 LK,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Tue,12:30:00,15:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
882,CAS CH101 LL,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268C,42.3489,-71.10016,,,Tue,12:30:00,15:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
883,CAS CH101 LM,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268D,42.3489,-71.10016,,,Tue,12:30:00,15:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
884,CAS CH101 LN,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268A,42.3489,-71.10016,,,Tue,15:30:00,18:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
885,CAS CH101 LO,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268B,42.3489,-71.10016,,,Tue,15:30:00,18:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
886,CAS CH101 LP,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268C,42.3489,-71.10016,,,Tue,15:30:00,18:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
887,CAS CH101 LQ,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268D,42.3489,-71.10016,,,Tue,15:30:00,18:15:00,Class Full,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
888,CAS CH101 LR,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Wed,08:00:00,10:45:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
889,CAS CH101 LS,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Wed,08:00:00,10:45:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
890,CAS CH101 LT,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Wed,14:30:00,17:15:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
891,CAS CH101 LU,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Wed,14:30:00,17:15:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
892,CAS CH101 LV,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268C,42.3489,-71.10016,,,Wed,14:30:00,17:15:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
893,CAS CH101 LW,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268D,42.3489,-71.10016,,,Wed,14:30:00,17:15:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
894,CAS CH101 LX,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,14,10,SCI,268A,42.3489,-71.10016,,,Wed,18:30:00,21:15:00,"Mts w/MET, Class Full",20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,14,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
895,CAS CH101 LY,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268B,42.3489,-71.10016,,,Wed,18:30:00,21:15:00,Class Full,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
896,CAS CH101 LZ,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268C,42.3489,-71.10016,,,Mon,14:30:00,17:15:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
897,CAS CH101 L1,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268A,42.3489,-71.10016,,,Thu,08:00:00,10:45:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
898,CAS CH101 L2,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268B,42.3489,-71.10016,,,Thu,08:00:00,10:45:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
899,CAS CH101 L3,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268C,42.3489,-71.10016,,,Thu,08:00:00,10:45:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
900,CAS CH101 L4,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268D,42.3489,-71.10016,,,Thu,08:00:00,10:45:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
901,CAS CH101 L5,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Thu,12:30:00,15:15:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
902,CAS CH101 L6,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Thu,12:30:00,15:15:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
903,CAS CH101 L7,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268C,42.3489,-71.10016,,,Thu,12:30:00,15:15:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
904,CAS CH101 L8,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268D,42.3489,-71.10016,,,Thu,12:30:00,15:15:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
905,CAS CH101 L9,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,19,20,SCI,268A,42.3489,-71.10016,,,Fri,08:00:00,10:45:00,,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,19,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
906,CAS CH101 MB,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,19,20,SCI,268C,42.3489,-71.10016,,,Wed,08:00:00,10:45:00,,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,19,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
907,CAS CH101 MC,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Fri,11:15:00,14:00:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,CAS CH101 MX,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,0,50,,,,,,,Arranged,,,,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,
910,CAS CH101 M1,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Thu,15:30:00,18:15:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
911,CAS CH101 M2,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268B,42.3489,-71.10016,,,Thu,15:30:00,18:15:00,Class Full,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
912,CAS CH101 M5,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268A,42.3489,-71.10016,,,Fri,11:15:00,14:00:00,Class Full,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
913,CAS CH101 M6,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,20,20,SCI,268A,42.3489,-71.10016,,,Mon,11:15:00,14:00:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
914,CAS CH101 M7,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Lab,21,20,SCI,268B,42.3489,-71.10016,,,Mon,11:15:00,14:00:00,Class Full,20205.0,2023-09-11,2023-12-11,,,,,,,,,,0,21,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,CAS CH101 PX,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Pre-Lab,0,40,,,,,,,Arranged,,,,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,CH,590 Commonwealth Ave,
917,CAS CH101 P1,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Pre-Lab,254,300,CGS,129,42.35146,-71.11465,,,Wed,12:20:00,13:10:00,,20205.0,2023-09-06,2023-12-06,,,,,,,,,,0,254,,CH,590 Commonwealth Ave,871 Commonwealth Avenue
918,CAS CH101 P2,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Pre-Lab,296,300,CGS,129,42.35146,-71.11465,,,Thu,11:15:00,12:05:00,,20205.0,2023-09-07,2023-12-07,,,,,,,,,,0,296,,CH,590 Commonwealth Ave,871 Commonwealth Avenue
919,CAS CH101 P3,42.3489462,-71.0969547,Gen Chem 1,Chen,0,Pre-Lab,210,250,SCI,109,42.3489,-71.10016,,,Fri,15:35:00,16:25:00,,20205.0,2023-09-08,2023-12-08,,,,,,,,,,0,210,,CH,590 Commonwealth Ave,590-596 Commonwealth Avenue
920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,CAS CH102 A1,42.3489462,-71.0969547,Gen Chem 2,Caradonna,4,Lecture,100,100,CAS,313,42.35083,-71.10515,,,"Tue,Thu",17:00:00,18:15:00,"Mts w/MET, Class Full",20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,100,,CH,590 Commonwealth Ave,685-725 Commonwealth Avenue
922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,CAS CH102 BX,42.3489462,-71.0969547,Gen Chem 2,Bassina,0,Discussion,6,20,,,,,,,Arranged,,,,20205.0,2023-09-05,2023-12-12,,,,,,,,,,0,6,,CH,590 Commonwealth Ave,
